AllTrace
Swept SA
A.27.05,N9030B
550 B1X B1Y B25 B40 DP2 DP4 EP1 FS1 FS2 FSA LFE MPB NF2 NUL P50 PFR RTL RTS RT1 ESC FT1 RCL ,01
Segment,0
Number of Points,1001
Sweep Time,0.001
Start Frequency,750000000
Stop Frequency,2000000000
Average Count,100
Average Type,LogPower(Video)
RBW,510000
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,50000000
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,On
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Fast
Swept If Gain,High
FFT If Gain,Autorange
RF Coupling,DC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,0
Ref Level Offset,0
External Gain,0
Trace Type,Maxhold,Maxhold,Clearwrite,Clearwrite,Clearwrite,Clearwrite
855000000,72.8448678900395,80.1167795111336,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
856250000,73.0349408270513,80.0988637091317,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
857500000,73.2397079779302,80.1157722784676,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
858750000,73.4650554205572,80.1088809515633,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
860000000,73.7668379522955,80.1333082892098,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
861250000,74.045099060694,80.1293542792,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
862500000,74.3498189093269,80.0764462591805,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
863750000,74.5781074835456,79.9862190558113,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
865000000,74.8997302557624,79.8715777899422,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
866250000,75.1706442572273,79.7725348211922,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
867500000,75.5481256415047,79.6755289007821,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
868750000,75.8785679937996,79.6264584662117,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
870000000,76.2281219793953,79.5401947333016,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
871250000,76.5210811163582,79.4598094488778,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
872500000,76.8369436957039,79.3298483587899,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
873750000,77.0726976324715,79.2419443060555,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
875000000,77.3834141852059,79.1403607489266,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
876250000,77.6515053106942,79.0946358038582,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
877500000,77.9504611517586,79.0999019171395,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
878750000,78.2361914374032,79.1148916937508,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
880000000,78.4322572638192,79.1661745001473,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
881250000,78.7057690741219,79.2228779913582,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
882500000,78.9512619330086,79.2941917730965,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
883750000,79.1445697333016,79.4054721380868,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
885000000,79.3202421881356,79.4618017889657,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
886250000,79.5216409613289,79.6267358709969,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
887500000,79.7303830267586,79.7484723211922,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
888750000,79.9038505865731,79.8410988165535,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
890000000,80.0294475104012,79.9490565802254,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
891250000,80.1817206122078,80.0601729132332,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
892500000,80.3369348456063,80.2134645392098,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
893750000,80.4370305182137,80.3187024237313,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
895000000,80.5385910345711,80.4515854193367,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
896250000,80.6761661078133,80.6001849676766,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
897500000,80.8284392096199,80.7245306708016,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
898750000,80.8983987738289,80.8410753180184,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
900000000,80.9948170782723,80.9056065680184,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
901250000,81.0661134511194,80.9544038563929,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
902500000,81.1227079807048,80.9952818332439,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
903750000,81.1572573747922,81.0168841448117,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
905000000,81.1800460572096,81.0565757508131,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
906250000,81.2520748519317,81.0602566146271,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
907500000,81.260901742357,81.0558541349351,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
908750000,81.2757940014346,81.0484113415225,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
910000000,81.2405725825337,81.0142122614887,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
911250000,81.1965315835546,80.9838507669042,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
912500000,81.1818904564017,80.9346675560111,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
913750000,81.1202141119637,80.8967911078133,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
915000000,81.114392564889,80.9027302724085,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
916250000,81.0968103061443,80.9116067538982,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
917500000,81.0799642839719,80.9194608965207,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
918750000,80.9969714112135,80.8477786011549,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
920000000,80.9294128035919,80.7872848128692,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
921250000,80.8442188505113,80.7697063688218,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
922500000,80.6796486767276,80.6708290966494,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
923750000,80.5650548518208,80.5687322199848,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
925000000,80.4739824502538,80.4964777200292,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
926250000,80.3358710167045,80.4211218711966,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
927500000,80.1419047857918,80.2389163519539,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
928750000,79.9596954518518,80.0449501210413,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
930000000,79.7980664096599,79.8793614230876,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
931250000,79.620266865759,79.7177285661984,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
932500000,79.474808325276,79.5835767884108,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
933750000,79.3403704451935,79.4157870101349,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
935000000,79.2191619352281,79.3485106901109,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
936250000,79.048713312958,79.1535259350283,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
937500000,78.8518097651508,79.0134957087544,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
938750000,78.6519612710546,78.8361462991308,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
940000000,78.4668146202201,78.693174941265,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
941250000,78.2875464178719,78.6226790167488,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
942500000,78.0906428700647,78.4992656117639,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
943750000,77.9179893527751,78.4101120029216,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
945000000,77.7144673052121,78.2406819048215,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
946250000,77.4528893799635,78.1172684998366,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
947500000,77.2589193343536,77.9634405135528,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
948750000,77.123749032396,77.9517367032945,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
950000000,77.0826491650088,77.9253386791689,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
951250000,77.0048023188617,77.9253955805805,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
952500000,76.8475830667089,77.8695976846288,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
953750000,76.6836308738822,77.7967747947806,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
955000000,76.5152307440437,77.7106843878426,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
956250000,76.4497206288537,77.6833937245569,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
957500000,76.3812693820719,77.693582461906,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
958750000,76.3921943559933,77.6853996172238,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
960000000,76.2796490235181,77.6720707459303,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
961250000,76.2023820113555,77.5418862532989,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
962500000,76.0494161466538,77.4388967374742,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
963750000,75.9775660046083,77.3611643322451,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
965000000,76.0005225337055,77.3194502985981,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
966250000,75.9845271890233,77.3916469399999,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
967500000,75.975882765972,77.397700545513,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
968750000,75.9547413946785,77.3787640692391,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
970000000,75.8836274892053,77.2966256886682,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
971250000,75.8272116122965,77.2549078403239,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
972500000,75.806070241003,77.2447909441281,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
973750000,75.9348579163404,77.391954016194,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
975000000,75.9813358687774,77.4737064742462,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
976250000,76.0939530424057,77.578976540941,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
977500000,76.1396947582705,77.6548467358096,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
978750000,76.1236994135883,77.6307680476215,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
980000000,76.1319579141209,77.6735686318944,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
981250000,76.2092967674368,77.7876582786674,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
982500000,76.357196076075,77.8995430304207,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
983750000,76.5006817799768,78.0459660512171,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
985000000,76.5177598605876,78.163733066154,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
986250000,76.6171476640988,78.1918318071652,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
987500000,76.6342257447096,78.2236079163405,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
988750000,76.7071586226836,78.2671447371856,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
990000000,76.7903797391831,78.3746196988999,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
991250000,77.008831873749,78.536476984833,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
992500000,77.0935216486957,78.5564961970356,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
993750000,77.1399957864354,78.5728380410741,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
995000000,77.1070975181693,78.5406760093802,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
996250000,77.1234393622078,78.5107150580086,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
997500000,77.0677597218713,78.3955032521448,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
998750000,77.1010044894938,78.3655461154704,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1000000000,77.153631733923,78.3667283525754,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1001250000,77.20227374886,78.3661302552077,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1002500000,77.1421473006622,78.2935106734649,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1003750000,77.1195040677964,78.1834040616929,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1005000000,77.0424708813174,78.0997600048525,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1006250000,77.0940540278461,78.0565364802387,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1007500000,77.19267239166,78.0765186746191,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1008750000,77.2993779136771,78.1457371666068,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1010000000,77.4046109625496,78.1561635443367,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1011250000,77.4473745290002,78.1959897938928,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1012500000,77.5224752841716,78.2269926486736,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1013750000,77.5505408220578,78.2374190264035,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1015000000,77.6315200257154,78.2912070679518,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1016250000,77.6933914107696,78.357488243045,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1017500000,77.7611450590073,78.4921211637437,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1018750000,77.7803910168154,78.5378258617861,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1020000000,77.7819978144672,78.6188050654438,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1021250000,77.7747850320409,78.6762666604589,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1022500000,77.7646311180228,78.7013910667533,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1023750000,77.7809397589363,78.7382761847176,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1025000000,77.7796054249963,78.7928004628382,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1026250000,77.7665141940837,78.8032268405681,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1027500000,77.724469410925,78.7993976946164,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1028750000,77.6952114930006,78.7789555420729,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1030000000,77.6924085006134,78.7261800155059,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1031250000,77.6014173368394,78.7498357633531,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1032500000,77.5986143444521,78.7117582653506,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1033750000,77.6105131953266,78.735417827895,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1035000000,77.5665572488378,78.7355559670995,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1036250000,77.5232498008841,78.7260543663138,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1037500000,77.4137382818855,78.7179680182137,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1038750000,77.308636552926,78.6951798268518,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1040000000,77.2476327243571,78.7414758029704,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1041250000,77.1719308672238,78.8024698076535,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1042500000,77.0844682984205,78.8267206482741,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1043750000,76.9088137435332,78.8715441512481,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1045000000,76.7860766691147,78.9075518888414,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1046250000,76.5861682690126,78.8436107433779,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1047500000,76.4230068476703,78.8619793208149,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1048750000,76.2047268655369,78.8774067666601,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1050000000,76.0393643638723,78.8869557640189,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1051250000,75.809323670069,78.9067968146004,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1052500000,75.5851614247521,78.8384420644007,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1053750000,75.2110739475015,78.7943411594158,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1055000000,74.9016646623896,78.7281913042355,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1056250000,74.6025398011058,78.6760070557447,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
1057500000,74.2211052169215,78.6914383162872,-893.01029995664,-893.01029995664,-893.01029995664,-893.01029995664
